Number,Name,Collection,Stats,User,Low,Suggested,High,Current,Current(adjusted),Share(current),Free Bet,Parlay,Monthly,ROI(monthly),ROI(no shares)
1584,Soccer ,Sports Rollbots·$568,$22.57·$30·106%,haktr_,$835,$1.37K,$2.23K,$2.1K,"=IFERROR(LEFT(I827,LEN(I827)-1)*10^(SEARCH(RIGHT(I827),""kmbt"")*3),I827)","=LEFT(D827,SEARCH(""·"",D827)-1)","=MID(D827,SEARCH(""·"",D827)+2,SEARCH(""·"",D827,SEARCH(""·"",D827)+1)-SEARCH(""·"",D827)-2)","=RIGHT(D827,4)",=K827+0.6*L827,=J827/N827,=J827/(0.6*L827)
4662,American Football ,Sports Rollbots·$568,$10.58·$55·108%,Hidden,$1K,$1.67K,$2.79K,$2.1K,"=IFERROR(LEFT(I828,LEN(I828)-1)*10^(SEARCH(RIGHT(I828),""kmbt"")*3),I828)","=LEFT(D828,SEARCH(""·"",D828)-1)","=MID(D828,SEARCH(""·"",D828)+2,SEARCH(""·"",D828,SEARCH(""·"",D828)+1)-SEARCH(""·"",D828)-2)","=RIGHT(D828,4)",=K828+0.6*L828,=J828/N828,=J828/(0.6*L828)
1298,Volleyball ,Sports Rollbots·$568,$3.15·$24·104%,Epi474df,$755,$1.22K,$1.97K,$2.1K,"=IFERROR(LEFT(I829,LEN(I829)-1)*10^(SEARCH(RIGHT(I829),""kmbt"")*3),I829)","=LEFT(D829,SEARCH(""·"",D829)-1)","=MID(D829,SEARCH(""·"",D829)+2,SEARCH(""·"",D829,SEARCH(""·"",D829)+1)-SEARCH(""·"",D829)-2)","=RIGHT(D829,4)",=K829+0.6*L829,=J829/N829,=J829/(0.6*L829)
6582,Rocket League ,Sports Rollbots·$568,$1.66·$26·105%,brady11,$793,$1.29K,$2.09K,$2.1K,"=IFERROR(LEFT(I830,LEN(I830)-1)*10^(SEARCH(RIGHT(I830),""kmbt"")*3),I830)","=LEFT(D830,SEARCH(""·"",D830)-1)","=MID(D830,SEARCH(""·"",D830)+2,SEARCH(""·"",D830,SEARCH(""·"",D830)+1)-SEARCH(""·"",D830)-2)","=RIGHT(D830,4)",=K830+0.6*L830,=J830/N830,=J830/(0.6*L830)
25,Formula 1 ,Sports Rollbots·$568,$1.2·$110·113%,Hidden,$1.19K,$2.02K,$3.44K,$2.11K,"=IFERROR(LEFT(I831,LEN(I831)-1)*10^(SEARCH(RIGHT(I831),""kmbt"")*3),I831)","=LEFT(D831,SEARCH(""·"",D831)-1)","=MID(D831,SEARCH(""·"",D831)+2,SEARCH(""·"",D831,SEARCH(""·"",D831)+1)-SEARCH(""·"",D831)-2)","=RIGHT(D831,4)",=K831+0.6*L831,=J831/N831,=J831/(0.6*L831)
9388,Dota ,Sports Rollbots·$568,$17.66·$44·110%,anime neko,$1.05K,$1.77K,$2.97K,$2.11K,"=IFERROR(LEFT(I832,LEN(I832)-1)*10^(SEARCH(RIGHT(I832),""kmbt"")*3),I832)","=LEFT(D832,SEARCH(""·"",D832)-1)","=MID(D832,SEARCH(""·"",D832)+2,SEARCH(""·"",D832,SEARCH(""·"",D832)+1)-SEARCH(""·"",D832)-2)","=RIGHT(D832,4)",=K832+0.6*L832,=J832/N832,=J832/(0.6*L832)
6610,Counter-Strike ,Sports Rollbots·$568,$18.63·$120·114%,Manny195,$1.23K,$2.1K,$3.59K,$2.11K,"=IFERROR(LEFT(I833,LEN(I833)-1)*10^(SEARCH(RIGHT(I833),""kmbt"")*3),I833)","=LEFT(D833,SEARCH(""·"",D833)-1)","=MID(D833,SEARCH(""·"",D833)+2,SEARCH(""·"",D833,SEARCH(""·"",D833)+1)-SEARCH(""·"",D833)-2)","=RIGHT(D833,4)",=K833+0.6*L833,=J833/N833,=J833/(0.6*L833)
4405,Baseball ,Sports Rollbots·$568,$9.68·$110·101%,Fliopoo,$843,$1.38K,$2.26K,$2.14K,"=IFERROR(LEFT(I834,LEN(I834)-1)*10^(SEARCH(RIGHT(I834),""kmbt"")*3),I834)","=LEFT(D834,SEARCH(""·"",D834)-1)","=MID(D834,SEARCH(""·"",D834)+2,SEARCH(""·"",D834,SEARCH(""·"",D834)+1)-SEARCH(""·"",D834)-2)","=RIGHT(D834,4)",=K834+0.6*L834,=J834/N834,=J834/(0.6*L834)
7961,FIFA ,Sports Rollbots·$568,$12.3·$140·106%,50.,$1.06K,$1.78K,$2.99K,$2.14K,"=IFERROR(LEFT(I835,LEN(I835)-1)*10^(SEARCH(RIGHT(I835),""kmbt"")*3),I835)","=LEFT(D835,SEARCH(""·"",D835)-1)","=MID(D835,SEARCH(""·"",D835)+2,SEARCH(""·"",D835,SEARCH(""·"",D835)+1)-SEARCH(""·"",D835)-2)","=RIGHT(D835,4)",=K835+0.6*L835,=J835/N835,=J835/(0.6*L835)
845,MMA ,Sports Rollbots·$568,$1.41·$140·109%,danielcorona,$1.11K,$1.87K,$3.16K,$2.15K,"=IFERROR(LEFT(I836,LEN(I836)-1)*10^(SEARCH(RIGHT(I836),""kmbt"")*3),I836)","=LEFT(D836,SEARCH(""·"",D836)-1)","=MID(D836,SEARCH(""·"",D836)+2,SEARCH(""·"",D836,SEARCH(""·"",D836)+1)-SEARCH(""·"",D836)-2)","=RIGHT(D836,4)",=K836+0.6*L836,=J836/N836,=J836/(0.6*L836)
9379,Soccer ,Sports Rollbots·$568,$45.15·$34·102%,Hidden,$768,$1.24K,$2.01K,$2.15K,"=IFERROR(LEFT(I837,LEN(I837)-1)*10^(SEARCH(RIGHT(I837),""kmbt"")*3),I837)","=LEFT(D837,SEARCH(""·"",D837)-1)","=MID(D837,SEARCH(""·"",D837)+2,SEARCH(""·"",D837,SEARCH(""·"",D837)+1)-SEARCH(""·"",D837)-2)","=RIGHT(D837,4)",=K837+0.6*L837,=J837/N837,=J837/(0.6*L837)
1391,Tennis ,Sports Rollbots·$568,$58.24·$22·105%,uncle_V,$791,$1.29K,$2.09K,$2.19K,"=IFERROR(LEFT(I838,LEN(I838)-1)*10^(SEARCH(RIGHT(I838),""kmbt"")*3),I838)","=LEFT(D838,SEARCH(""·"",D838)-1)","=MID(D838,SEARCH(""·"",D838)+2,SEARCH(""·"",D838,SEARCH(""·"",D838)+1)-SEARCH(""·"",D838)-2)","=RIGHT(D838,4)",=K838+0.6*L838,=J838/N838,=J838/(0.6*L838)
6403,Soccer ,Sports Rollbots·$568,$18.06·$38·105%,KhanOfKhans,$814,$1.33K,$2.16K,$2.2K,"=IFERROR(LEFT(I839,LEN(I839)-1)*10^(SEARCH(RIGHT(I839),""kmbt"")*3),I839)","=LEFT(D839,SEARCH(""·"",D839)-1)","=MID(D839,SEARCH(""·"",D839)+2,SEARCH(""·"",D839,SEARCH(""·"",D839)+1)-SEARCH(""·"",D839)-2)","=RIGHT(D839,4)",=K839+0.6*L839,=J839/N839,=J839/(0.6*L839)
3053,Unrevealed,Sports Rollbots·$568,Unrevealed,Hidden,$1.78K,$3.16K,$5.62K,$2.2K,"=IFERROR(LEFT(I840,LEN(I840)-1)*10^(SEARCH(RIGHT(I840),""kmbt"")*3),I840)",N/A,N/A,N/A,N/A,N/A,N/A
7656,Rocket League ,Sports Rollbots·$568,$1.66·$32·108%,Secret_Dimsum,$893,$1.47K,$2.42K,$2.2K,"=IFERROR(LEFT(I841,LEN(I841)-1)*10^(SEARCH(RIGHT(I841),""kmbt"")*3),I841)","=LEFT(D841,SEARCH(""·"",D841)-1)","=MID(D841,SEARCH(""·"",D841)+2,SEARCH(""·"",D841,SEARCH(""·"",D841)+1)-SEARCH(""·"",D841)-2)","=RIGHT(D841,4)",=K841+0.6*L841,=J841/N841,=J841/(0.6*L841)
2010,Counter-Strike ,Sports Rollbots·$568,$18.63·$140·101%,Mikey,$893,$1.47K,$2.42K,$2.2K,"=IFERROR(LEFT(I842,LEN(I842)-1)*10^(SEARCH(RIGHT(I842),""kmbt"")*3),I842)","=LEFT(D842,SEARCH(""·"",D842)-1)","=MID(D842,SEARCH(""·"",D842)+2,SEARCH(""·"",D842,SEARCH(""·"",D842)+1)-SEARCH(""·"",D842)-2)","=RIGHT(D842,4)",=K842+0.6*L842,=J842/N842,=J842/(0.6*L842)
9450,Soccer ,Sports Rollbots·$568,$22.57·$130·101%,Hidden,$894,$1.47K,$2.43K,$2.25K,"=IFERROR(LEFT(I843,LEN(I843)-1)*10^(SEARCH(RIGHT(I843),""kmbt"")*3),I843)","=LEFT(D843,SEARCH(""·"",D843)-1)","=MID(D843,SEARCH(""·"",D843)+2,SEARCH(""·"",D843,SEARCH(""·"",D843)+1)-SEARCH(""·"",D843)-2)","=RIGHT(D843,4)",=K843+0.6*L843,=J843/N843,=J843/(0.6*L843)
3277,Ice Hockey ,Sports Rollbots·$568,$35.73·$130·103%,Mikey,$976,$1.62K,$2.7K,$2.25K,"=IFERROR(LEFT(I844,LEN(I844)-1)*10^(SEARCH(RIGHT(I844),""kmbt"")*3),I844)","=LEFT(D844,SEARCH(""·"",D844)-1)","=MID(D844,SEARCH(""·"",D844)+2,SEARCH(""·"",D844,SEARCH(""·"",D844)+1)-SEARCH(""·"",D844)-2)","=RIGHT(D844,4)",=K844+0.6*L844,=J844/N844,=J844/(0.6*L844)
1820,Starcraft ,Sports Rollbots·$568,$1.16·$140·101%,Gvacca,$1.01K,$1.68K,$2.81K,$2.25K,"=IFERROR(LEFT(I845,LEN(I845)-1)*10^(SEARCH(RIGHT(I845),""kmbt"")*3),I845)","=LEFT(D845,SEARCH(""·"",D845)-1)","=MID(D845,SEARCH(""·"",D845)+2,SEARCH(""·"",D845,SEARCH(""·"",D845)+1)-SEARCH(""·"",D845)-2)","=RIGHT(D845,4)",=K845+0.6*L845,=J845/N845,=J845/(0.6*L845)
3814,Basketball ,Sports Rollbots·$568,$17.55·$100·103%,Fliopoo,$880,$1.45K,$2.38K,$2.26K,"=IFERROR(LEFT(I846,LEN(I846)-1)*10^(SEARCH(RIGHT(I846),""kmbt"")*3),I846)","=LEFT(D846,SEARCH(""·"",D846)-1)","=MID(D846,SEARCH(""·"",D846)+2,SEARCH(""·"",D846,SEARCH(""·"",D846)+1)-SEARCH(""·"",D846)-2)","=RIGHT(D846,4)",=K846+0.6*L846,=J846/N846,=J846/(0.6*L846)
6694,American Football ,Sports Rollbots·$568,$3.17·$150·101%,Zhaciegg,$922,$1.52K,$2.52K,$2.29K,"=IFERROR(LEFT(I847,LEN(I847)-1)*10^(SEARCH(RIGHT(I847),""kmbt"")*3),I847)","=LEFT(D847,SEARCH(""·"",D847)-1)","=MID(D847,SEARCH(""·"",D847)+2,SEARCH(""·"",D847,SEARCH(""·"",D847)+1)-SEARCH(""·"",D847)-2)","=RIGHT(D847,4)",=K847+0.6*L847,=J847/N847,=J847/(0.6*L847)
3481,Dota ,Sports Rollbots·$568,$10.6·$42·118%,50.,$1.3K,$2.23K,$3.83K,$2.3K,"=IFERROR(LEFT(I848,LEN(I848)-1)*10^(SEARCH(RIGHT(I848),""kmbt"")*3),I848)","=LEFT(D848,SEARCH(""·"",D848)-1)","=MID(D848,SEARCH(""·"",D848)+2,SEARCH(""·"",D848,SEARCH(""·"",D848)+1)-SEARCH(""·"",D848)-2)","=RIGHT(D848,4)",=K848+0.6*L848,=J848/N848,=J848/(0.6*L848)
1879,Cricket ,Sports Rollbots·$568,$13.44·$120·105%,goobyboo,$1.11K,$1.87K,$3.16K,$2.3K,"=IFERROR(LEFT(I849,LEN(I849)-1)*10^(SEARCH(RIGHT(I849),""kmbt"")*3),I849)","=LEFT(D849,SEARCH(""·"",D849)-1)","=MID(D849,SEARCH(""·"",D849)+2,SEARCH(""·"",D849,SEARCH(""·"",D849)+1)-SEARCH(""·"",D849)-2)","=RIGHT(D849,4)",=K849+0.6*L849,=J849/N849,=J849/(0.6*L849)
364,League of Legends ,Sports Rollbots·$568,$6.92·$50·108%,linusmay4,$952,$1.58K,$2.62K,$2.3K,"=IFERROR(LEFT(I850,LEN(I850)-1)*10^(SEARCH(RIGHT(I850),""kmbt"")*3),I850)","=LEFT(D850,SEARCH(""·"",D850)-1)","=MID(D850,SEARCH(""·"",D850)+2,SEARCH(""·"",D850,SEARCH(""·"",D850)+1)-SEARCH(""·"",D850)-2)","=RIGHT(D850,4)",=K850+0.6*L850,=J850/N850,=J850/(0.6*L850)
6239,American Football ,Sports Rollbots·$568,$1.06·$200·106%,Hidden,$1.15K,$1.95K,$3.3K,$2.3K,"=IFERROR(LEFT(I851,LEN(I851)-1)*10^(SEARCH(RIGHT(I851),""kmbt"")*3),I851)","=LEFT(D851,SEARCH(""·"",D851)-1)","=MID(D851,SEARCH(""·"",D851)+2,SEARCH(""·"",D851,SEARCH(""·"",D851)+1)-SEARCH(""·"",D851)-2)","=RIGHT(D851,4)",=K851+0.6*L851,=J851/N851,=J851/(0.6*L851)
9867,League of Legends ,Sports Rollbots·$568,$6.92·$150·101%,monjbaker,$951,$1.58K,$2.62K,$2.32K,"=IFERROR(LEFT(I852,LEN(I852)-1)*10^(SEARCH(RIGHT(I852),""kmbt"")*3),I852)","=LEFT(D852,SEARCH(""·"",D852)-1)","=MID(D852,SEARCH(""·"",D852)+2,SEARCH(""·"",D852,SEARCH(""·"",D852)+1)-SEARCH(""·"",D852)-2)","=RIGHT(D852,4)",=K852+0.6*L852,=J852/N852,=J852/(0.6*L852)
7874,Baseball ,Sports Rollbots·$568,$96.85·$34·113%,LosingTeam,$1.15K,$1.94K,$3.29K,$2.35K,"=IFERROR(LEFT(I853,LEN(I853)-1)*10^(SEARCH(RIGHT(I853),""kmbt"")*3),I853)","=LEFT(D853,SEARCH(""·"",D853)-1)","=MID(D853,SEARCH(""·"",D853)+2,SEARCH(""·"",D853,SEARCH(""·"",D853)+1)-SEARCH(""·"",D853)-2)","=RIGHT(D853,4)",=K853+0.6*L853,=J853/N853,=J853/(0.6*L853)
8121,Formula 1 ,Sports Rollbots·$568,$2.4·$180·117%,AyeZee,$1.51K,$2.64K,$4.62K,$2.4K,"=IFERROR(LEFT(I854,LEN(I854)-1)*10^(SEARCH(RIGHT(I854),""kmbt"")*3),I854)","=LEFT(D854,SEARCH(""·"",D854)-1)","=MID(D854,SEARCH(""·"",D854)+2,SEARCH(""·"",D854,SEARCH(""·"",D854)+1)-SEARCH(""·"",D854)-2)","=RIGHT(D854,4)",=K854+0.6*L854,=J854/N854,=J854/(0.6*L854)
944,Soccer ,Sports Rollbots·$568,$4.51·$120·115%,jokerboi13,$1.24K,$2.11K,$3.61K,$2.4K,"=IFERROR(LEFT(I855,LEN(I855)-1)*10^(SEARCH(RIGHT(I855),""kmbt"")*3),I855)","=LEFT(D855,SEARCH(""·"",D855)-1)","=MID(D855,SEARCH(""·"",D855)+2,SEARCH(""·"",D855,SEARCH(""·"",D855)+1)-SEARCH(""·"",D855)-2)","=RIGHT(D855,4)",=K855+0.6*L855,=J855/N855,=J855/(0.6*L855)
6557,Soccer ,Sports Rollbots·$568,$18.06·$150·105%,Beep beep im a sleep,$1.04K,$1.74K,$2.92K,$2.4K,"=IFERROR(LEFT(I856,LEN(I856)-1)*10^(SEARCH(RIGHT(I856),""kmbt"")*3),I856)","=LEFT(D856,SEARCH(""·"",D856)-1)","=MID(D856,SEARCH(""·"",D856)+2,SEARCH(""·"",D856,SEARCH(""·"",D856)+1)-SEARCH(""·"",D856)-2)","=RIGHT(D856,4)",=K856+0.6*L856,=J856/N856,=J856/(0.6*L856)
6647,Handball ,Sports Rollbots·$568,$3.52·$180·102%,Rivenp,$1.1K,$1.86K,$3.13K,$2.4K,"=IFERROR(LEFT(I857,LEN(I857)-1)*10^(SEARCH(RIGHT(I857),""kmbt"")*3),I857)","=LEFT(D857,SEARCH(""·"",D857)-1)","=MID(D857,SEARCH(""·"",D857)+2,SEARCH(""·"",D857,SEARCH(""·"",D857)+1)-SEARCH(""·"",D857)-2)","=RIGHT(D857,4)",=K857+0.6*L857,=J857/N857,=J857/(0.6*L857)
8260,Soccer ,Sports Rollbots·$568,$9.03·$150·102%,Hidden,$936,$1.55K,$2.57K,$2.4K,"=IFERROR(LEFT(I858,LEN(I858)-1)*10^(SEARCH(RIGHT(I858),""kmbt"")*3),I858)","=LEFT(D858,SEARCH(""·"",D858)-1)","=MID(D858,SEARCH(""·"",D858)+2,SEARCH(""·"",D858,SEARCH(""·"",D858)+1)-SEARCH(""·"",D858)-2)","=RIGHT(D858,4)",=K858+0.6*L858,=J858/N858,=J858/(0.6*L858)
909,Soccer ,Sports Rollbots·$568,$18.06·$140·118%,Hidden,$1.42K,$2.46K,$4.26K,$2.4K,"=IFERROR(LEFT(I859,LEN(I859)-1)*10^(SEARCH(RIGHT(I859),""kmbt"")*3),I859)","=LEFT(D859,SEARCH(""·"",D859)-1)","=MID(D859,SEARCH(""·"",D859)+2,SEARCH(""·"",D859,SEARCH(""·"",D859)+1)-SEARCH(""·"",D859)-2)","=RIGHT(D859,4)",=K859+0.6*L859,=J859/N859,=J859/(0.6*L859)
5332,Rugby ,Sports Rollbots·$568,$6.67·$140·110%,lazyeye7,$1.3K,$2.23K,$3.82K,$2.45K,"=IFERROR(LEFT(I860,LEN(I860)-1)*10^(SEARCH(RIGHT(I860),""kmbt"")*3),I860)","=LEFT(D860,SEARCH(""·"",D860)-1)","=MID(D860,SEARCH(""·"",D860)+2,SEARCH(""·"",D860,SEARCH(""·"",D860)+1)-SEARCH(""·"",D860)-2)","=RIGHT(D860,4)",=K860+0.6*L860,=J860/N860,=J860/(0.6*L860)
3913,FIFA ,Sports Rollbots·$568,$61.51·$90·106%,Hidden,$1.06K,$1.78K,$2.99K,$2.49K,"=IFERROR(LEFT(I861,LEN(I861)-1)*10^(SEARCH(RIGHT(I861),""kmbt"")*3),I861)","=LEFT(D861,SEARCH(""·"",D861)-1)","=MID(D861,SEARCH(""·"",D861)+2,SEARCH(""·"",D861,SEARCH(""·"",D861)+1)-SEARCH(""·"",D861)-2)","=RIGHT(D861,4)",=K861+0.6*L861,=J861/N861,=J861/(0.6*L861)
4761,Basketball ,Sports Rollbots·$568,$5.85·$150·121%,Zhaciegg,$1.5K,$2.62K,$4.58K,$2.49K,"=IFERROR(LEFT(I862,LEN(I862)-1)*10^(SEARCH(RIGHT(I862),""kmbt"")*3),I862)","=LEFT(D862,SEARCH(""·"",D862)-1)","=MID(D862,SEARCH(""·"",D862)+2,SEARCH(""·"",D862,SEARCH(""·"",D862)+1)-SEARCH(""·"",D862)-2)","=RIGHT(D862,4)",=K862+0.6*L862,=J862/N862,=J862/(0.6*L862)
1532,Cricket ,Sports Rollbots·$568,$13.44·$65·104%,Zhaciegg,$954,$1.58K,$2.63K,$2.49K,"=IFERROR(LEFT(I863,LEN(I863)-1)*10^(SEARCH(RIGHT(I863),""kmbt"")*3),I863)","=LEFT(D863,SEARCH(""·"",D863)-1)","=MID(D863,SEARCH(""·"",D863)+2,SEARCH(""·"",D863,SEARCH(""·"",D863)+1)-SEARCH(""·"",D863)-2)","=RIGHT(D863,4)",=K863+0.6*L863,=J863/N863,=J863/(0.6*L863)
7561,Golf ,Sports Rollbots·$568,$2.89·$150·107%,Zhaciegg,$1.13K,$1.91K,$3.23K,$2.49K,"=IFERROR(LEFT(I864,LEN(I864)-1)*10^(SEARCH(RIGHT(I864),""kmbt"")*3),I864)","=LEFT(D864,SEARCH(""·"",D864)-1)","=MID(D864,SEARCH(""·"",D864)+2,SEARCH(""·"",D864,SEARCH(""·"",D864)+1)-SEARCH(""·"",D864)-2)","=RIGHT(D864,4)",=K864+0.6*L864,=J864/N864,=J864/(0.6*L864)
497,Table Tennis ,Sports Rollbots·$568,$4.1·$170·103%,Zhaciegg,$1.05K,$1.76K,$2.94K,$2.49K,"=IFERROR(LEFT(I865,LEN(I865)-1)*10^(SEARCH(RIGHT(I865),""kmbt"")*3),I865)","=LEFT(D865,SEARCH(""·"",D865)-1)","=MID(D865,SEARCH(""·"",D865)+2,SEARCH(""·"",D865,SEARCH(""·"",D865)+1)-SEARCH(""·"",D865)-2)","=RIGHT(D865,4)",=K865+0.6*L865,=J865/N865,=J865/(0.6*L865)
33,Dota ,Sports Rollbots·$568,$35.33·$20·111%,palo013,$1.06K,$1.77K,$2.98K,$2.5K,"=IFERROR(LEFT(I866,LEN(I866)-1)*10^(SEARCH(RIGHT(I866),""kmbt"")*3),I866)","=LEFT(D866,SEARCH(""·"",D866)-1)","=MID(D866,SEARCH(""·"",D866)+2,SEARCH(""·"",D866,SEARCH(""·"",D866)+1)-SEARCH(""·"",D866)-2)","=RIGHT(D866,4)",=K866+0.6*L866,=J866/N866,=J866/(0.6*L866)
4547,Unrevealed,Sports Rollbots·$568,Unrevealed,SIMBAllique,$1.78K,$3.16K,$5.62K,$2.5K,"=IFERROR(LEFT(I867,LEN(I867)-1)*10^(SEARCH(RIGHT(I867),""kmbt"")*3),I867)",N/A,N/A,N/A,N/A,N/A,N/A
3105,American Football ,Sports Rollbots·$568,$4.23·$90·109%,FreeLancerZ75B,$1.05K,$1.75K,$2.94K,$2.5K,"=IFERROR(LEFT(I868,LEN(I868)-1)*10^(SEARCH(RIGHT(I868),""kmbt"")*3),I868)","=LEFT(D868,SEARCH(""·"",D868)-1)","=MID(D868,SEARCH(""·"",D868)+2,SEARCH(""·"",D868,SEARCH(""·"",D868)+1)-SEARCH(""·"",D868)-2)","=RIGHT(D868,4)",=K868+0.6*L868,=J868/N868,=J868/(0.6*L868)
8658,Unrevealed,Sports Rollbots·$568,Unrevealed,BAL1234,$1.78K,$3.16K,$5.62K,$2.5K,"=IFERROR(LEFT(I869,LEN(I869)-1)*10^(SEARCH(RIGHT(I869),""kmbt"")*3),I869)",N/A,N/A,N/A,N/A,N/A,N/A
9422,Golf ,Sports Rollbots·$568,$2.89·$200·101%,Hidden,$1.06K,$1.78K,$2.98K,$2.5K,"=IFERROR(LEFT(I870,LEN(I870)-1)*10^(SEARCH(RIGHT(I870),""kmbt"")*3),I870)","=LEFT(D870,SEARCH(""·"",D870)-1)","=MID(D870,SEARCH(""·"",D870)+2,SEARCH(""·"",D870,SEARCH(""·"",D870)+1)-SEARCH(""·"",D870)-2)","=RIGHT(D870,4)",=K870+0.6*L870,=J870/N870,=J870/(0.6*L870)
5939,Boxing ,Sports Rollbots·$568,$2.77·$42·107%,nurgle74,$867,$1.42K,$2.34K,$2.5K,"=IFERROR(LEFT(I871,LEN(I871)-1)*10^(SEARCH(RIGHT(I871),""kmbt"")*3),I871)","=LEFT(D871,SEARCH(""·"",D871)-1)","=MID(D871,SEARCH(""·"",D871)+2,SEARCH(""·"",D871,SEARCH(""·"",D871)+1)-SEARCH(""·"",D871)-2)","=RIGHT(D871,4)",=K871+0.6*L871,=J871/N871,=J871/(0.6*L871)
666,Unrevealed,Sports Rollbots·$568,Unrevealed,Hidden,$1.78K,$3.16K,$5.62K,$2.5K,"=IFERROR(LEFT(I872,LEN(I872)-1)*10^(SEARCH(RIGHT(I872),""kmbt"")*3),I872)",N/A,N/A,N/A,N/A,N/A,N/A
6028,Soccer ,Sports Rollbots·$568,$9.03·$160·104%,Hidden,$1.01K,$1.69K,$2.82K,$2.5K,"=IFERROR(LEFT(I873,LEN(I873)-1)*10^(SEARCH(RIGHT(I873),""kmbt"")*3),I873)","=LEFT(D873,SEARCH(""·"",D873)-1)","=MID(D873,SEARCH(""·"",D873)+2,SEARCH(""·"",D873,SEARCH(""·"",D873)+1)-SEARCH(""·"",D873)-2)","=RIGHT(D873,4)",=K873+0.6*L873,=J873/N873,=J873/(0.6*L873)
116,Soccer ,Sports Rollbots·$568,$13.54·$28·114%,Secret_Dimsum,$1.04K,$1.74K,$2.92K,$2.5K,"=IFERROR(LEFT(I874,LEN(I874)-1)*10^(SEARCH(RIGHT(I874),""kmbt"")*3),I874)","=LEFT(D874,SEARCH(""·"",D874)-1)","=MID(D874,SEARCH(""·"",D874)+2,SEARCH(""·"",D874,SEARCH(""·"",D874)+1)-SEARCH(""·"",D874)-2)","=RIGHT(D874,4)",=K874+0.6*L874,=J874/N874,=J874/(0.6*L874)
5325,American Football ,Sports Rollbots·$568,$10.58·$30·103%,blowmehfueu,$796,$1.3K,$2.11K,$2.5K,"=IFERROR(LEFT(I875,LEN(I875)-1)*10^(SEARCH(RIGHT(I875),""kmbt"")*3),I875)","=LEFT(D875,SEARCH(""·"",D875)-1)","=MID(D875,SEARCH(""·"",D875)+2,SEARCH(""·"",D875,SEARCH(""·"",D875)+1)-SEARCH(""·"",D875)-2)","=RIGHT(D875,4)",=K875+0.6*L875,=J875/N875,=J875/(0.6*L875)
5374,Floorball ,Sports Rollbots·$568,$2.03·$50·103%,Hidden,$956,$1.59K,$2.63K,$2.5K,"=IFERROR(LEFT(I876,LEN(I876)-1)*10^(SEARCH(RIGHT(I876),""kmbt"")*3),I876)","=LEFT(D876,SEARCH(""·"",D876)-1)","=MID(D876,SEARCH(""·"",D876)+2,SEARCH(""·"",D876,SEARCH(""·"",D876)+1)-SEARCH(""·"",D876)-2)","=RIGHT(D876,4)",=K876+0.6*L876,=J876/N876,=J876/(0.6*L876)
1211,Golf ,Sports Rollbots·$568,$5.78·$46·114%,Hidden,$1.15K,$1.94K,$3.29K,$2.5K,"=IFERROR(LEFT(I877,LEN(I877)-1)*10^(SEARCH(RIGHT(I877),""kmbt"")*3),I877)","=LEFT(D877,SEARCH(""·"",D877)-1)","=MID(D877,SEARCH(""·"",D877)+2,SEARCH(""·"",D877,SEARCH(""·"",D877)+1)-SEARCH(""·"",D877)-2)","=RIGHT(D877,4)",=K877+0.6*L877,=J877/N877,=J877/(0.6*L877)
6942,MMA ,Sports Rollbots·$568,$7.04·$26·109%,KryptoKorey,$919,$1.52K,$2.51K,$2.5K,"=IFERROR(LEFT(I878,LEN(I878)-1)*10^(SEARCH(RIGHT(I878),""kmbt"")*3),I878)","=LEFT(D878,SEARCH(""·"",D878)-1)","=MID(D878,SEARCH(""·"",D878)+2,SEARCH(""·"",D878,SEARCH(""·"",D878)+1)-SEARCH(""·"",D878)-2)","=RIGHT(D878,4)",=K878+0.6*L878,=J878/N878,=J878/(0.6*L878)
9269,Boxing ,Sports Rollbots·$568,$5.54·$36·105%,JF92Muff,$806,$1.31K,$2.14K,$2.5K,"=IFERROR(LEFT(I879,LEN(I879)-1)*10^(SEARCH(RIGHT(I879),""kmbt"")*3),I879)","=LEFT(D879,SEARCH(""·"",D879)-1)","=MID(D879,SEARCH(""·"",D879)+2,SEARCH(""·"",D879,SEARCH(""·"",D879)+1)-SEARCH(""·"",D879)-2)","=RIGHT(D879,4)",=K879+0.6*L879,=J879/N879,=J879/(0.6*L879)
533,American Football ,Sports Rollbots·$568,$10.58·$40·108%,OhViirusTTV,$965,$1.6K,$2.66K,$2.5K,"=IFERROR(LEFT(I880,LEN(I880)-1)*10^(SEARCH(RIGHT(I880),""kmbt"")*3),I880)","=LEFT(D880,SEARCH(""·"",D880)-1)","=MID(D880,SEARCH(""·"",D880)+2,SEARCH(""·"",D880,SEARCH(""·"",D880)+1)-SEARCH(""·"",D880)-2)","=RIGHT(D880,4)",=K880+0.6*L880,=J880/N880,=J880/(0.6*L880)
391,Unrevealed,Sports Rollbots·$568,Unrevealed,Swagapottamus,$1.78K,$3.16K,$5.62K,$2.52K,"=IFERROR(LEFT(I881,LEN(I881)-1)*10^(SEARCH(RIGHT(I881),""kmbt"")*3),I881)",N/A,N/A,N/A,N/A,N/A,N/A
